name,url
Brazilian Arts Foundation,http://brazilianarts.org/feed/
Idylwood Civic Club,http://www.idylwood.org/feed/
Midtown Houston,http://www.houstonmidtown.com/feed/
"Braeswood Park Owners Association, Inc.",http://braeswoodpark.org/feed/
Houston Arboretum and Nature Center,http://www.houstonarboretum.org/feed
Houston Chronicle,http://www.chron.com/rss/feed/Memorial-312.php
Meyerland Community Improvement Association,http://www.meyerland.net/en/tx/index.php?format=feed&type=rss
"Houston City Council Member C.O.""Brad"" Bradford (At-Large Position 4)",https://www.facebook.com/pages/Houston-City-Council-Member-COBrad-Bradford/105388849517711
Houston Public Library Facebook Page,https://www.facebook.com/houstonlibrary
Downtown Aquarium - Houston,https://www.facebook.com/84164007239
Chron,https://www.facebook.com/chroncom
Menil Collection,http://www.menil.org/
Society for the Performing Arts,http://www.spahouston.org/
Texas Medical Center,http://www.texasmedicalcenter.org/
Houston Chronicle,http://www.chron.com/rss/feed/News-270.php
Space Center Houston,http://spacecenter.org/
Boys & Girls Clubs of Greater Houston,http://www.bgclubs-houston.org/
Houston GLBT Political Caucus,http://www.thecaucus.org/
National Museum of Funeral History,https://www.facebook.com/108616709236095
Aurora Picture Show,https://www.facebook.com/46273197645
Alief Independent School District,https://www.facebook.com/AliefISD/
Hermann Park Conservancy Blog,https://www.facebook.com/HermannPark
Clear Lake City Community Association,https://www.facebook.com/95009668243
Houston Museum of African American Culture,http://gdata.youtube.com/feeds/base/users/HMAACHouston/uploads?alt=rss&v=2&orderby=published&client=ytapi-youtube-profile
"South Texas College of Law, Houston",https://www.stcl.edu/
Alliance for Multicultural Community Services,http://www.allianceontheweb.org/index.html
NBC Houston,http://www.click2houston.com/5695744?format=rss_2.0&view=feed
Champions Community Church,https://www.facebook.com/championscc
JazzHouston,https://www.facebook.com/TheOfficialJazzHoustonPage
City Council Member Dwight Boykins (District D),https://www.facebook.com/pages/Houston-City-Council-Member-Dwight-Boykins/197441293783519
Harris Health System,http://harrishealth.wordpress.com/feed/
HARtbeat,http://hartbeat.har.com/feed/
Greater Heights Area Chamber of Commerce,http://www.heightschamber.com/
Theater District Parking,http://www.houstonfirsttheaters.com/parking.aspx
Houston Grand Opera,http://www.houstongrandopera.org/
Houston Heights Association,http://www.houstonheights.org/
Painting with a Twist - Houston,http://www.paintingwithatwist.com/houston
River Oaks Shopping Center,http://www.riveroaksshoppingcenter.com/
The Daily Cougar,https://www.facebook.com/133242824480
Houston Livestock Show and Rodeo,https://www.facebook.com/RODEOHOUSTON/
Chili Bob's Houston Eats,http://chilibobshoustoneats.blogspot.com/feeds/posts/default?alt=rss
Terry Hershey Park,http://www.terryhersheypark.org/index.php/news-events?format=feed
Hungarian American Cultural Association of Houston,http://hacahouston.org/feed/
TG Center,http://www.tfahouston.com/feed/
Houston Chronicle,http://www.chron.com/rss/feed/Heights-311.php
The Heights Life,http://theheightslifehouston.blogspot.com/feeds/posts/default?alt=rss
Out Smart Magazine,http://www.outsmartmagazine.com/feed/
Literacy Advance of Houston,https://www.facebook.com/31910567892
Houston Area Urban League,https://www.facebook.com/houston.urbanleague
Click2Houston.com,http://www.click2houston.com/news/topstory.rss
San Jacinto College,http://www.sanjac.edu/
Richwood Place,http://home.richwoodplace.org/feed/
Houston Office of the Mayor ,https://www.facebook.com/MayorAnniseParker
Broadway at the Hobby Center,https://www.facebook.com/159140090771830
Houston Walks,http://houstonwalks.blogspot.com/feeds/posts/default?alt=rss
Lawndale Art Center,http://lawndaleartcenterhouston.blogspot.com/feeds/posts/default?alt=rss
Cy-Fair Houston Chamber of Commerce,https://www.facebook.com/CyFairChamber
"City of Pasadena, Texas",http://www.ci.pasadena.tx.us/rssezblog.aspx?name=blog.news
Astros County,http://feeds.feedburner.com/AstrosCounty
LGBT Pride Houston Celebration,https://www.facebook.com/358137259911
Czech Center Museum Houston,https://www.facebook.com/508026529214632
Houston Housing Authority,https://www.facebook.com/housingforhouston
Ukrainian American Cultural Club of Houston,https://www.facebook.com/UACCHouston
City Council Member Dave Martin (District E),https://www.facebook.com/councilmemberdavemartin
South Main Baptist Church ,https://www.facebook.com/98168662250
Gorilla vs. Bear,http://feeds.feedburner.com/GVSB?format=xml
Da Camera of Houston,https://www.dacamera.com/feed/
Children's Museum of Houston,http://www.cmhouston.org/
Eastwood Civic Association,http://eastwoodcivicassociation.org/
Houston Symphony,http://www.houstonsymphony.org/hsandres/
Houston Sports Authority,http://www.houstonsports.org/rss/
Houston Polo Club Polo School,https://www.facebook.com/HoustonPoloClub
Timbergrove Manor Neighborhood Association,http://www.tmnaonline.org/feed/
Central Houston Animal Hospital,https://www.facebook.com/117196578292695
Houston METRO,http://www.transitsystemreimagining.com/
Houston On The Cheap,http://feeds2.feedburner.com/HoustonOnTheCheap
NewsFix Houston,http://cw39.com/search/Houston/feed/rss2/
Houston Chronicle,http://www.chron.com/rss/feed/Pasadena-313.php
Houston Texans News,http://www.houstontexans.com/cda-web/rss-module.htm?tagName=News
Sharpstown Civic Association Inc.,http://www.sharpstowncivic.org/feed/
Houston Center for Contemporary Craft,http://www.crafthouston.org/feed/
Interfaith Ministries for Greater Houston,https://www.imgh.org/feed/
Greater East End District,http://www.greatereastend.com/feed
Texas Southern University Athletics,http://www.tsusports.com/rss.aspx
Houston VA Medical Center,https://www.facebook.com/HoustonVAMC/
Houston BARC,https://www.facebook.com/BARCHouston
Cypress-Fairbanks I.S.D.,https://www.facebook.com/
The Harris Foundation,https://www.facebook.com/TheHarrisFoundation
Brays Oaks Management District,http://www.braysoaksmd.org/
Big Brothers Big Sisters of Greater Houston,http://www.bbbstx.org/site/c.8rJOK2MGJhLYH/b.6456467/k.432/Big_Brothers_Big_Sisters_of_Dallas_Fort_Worth_Houston__West_Central_Texas.htm
Htv Houston,http://www.houstontx.gov/htv/
Houston Press,http://blogs.houstonpress.com/artattack/rss.xml
Houston Downtown Alliance,https://www.facebook.com/visitdowntownhouston/
14 Pews,https://www.facebook.com/149844671707851
Oak Forest Homeowners Association,http://ofha.org/feed/
Houston Northwest Chamber of Commerce,https://www.facebook.com/HoustonNWChamber
Northwest Houston Arts Alliance,http://nwhoustonarts.org/feed/
Near Northwest Management District,https://www.facebook.com/GrowNear1/
Houston Baptist University,https://www.facebook.com/HoustonBaptistUniversity
Off The Kuff,http://offthekuff.com/wp/?feed=rss2
Houston GLBT Community Center,http://www.houstonglbtcommunitycenter.org/feed/
MyFox Houston,https://www.facebook.com/fox26houston
Houston Architecture Info Forum,https://www.facebook.com/HoustonArchitecture
George R. Brown Convention Center,https://www.facebook.com/50118257740
Houston Northwest Church,https://www.facebook.com/hnwchurch
YMCA of Greater Houston,https://www.facebook.com/YMCAHouston
Ultimate Montrose,https://www.facebook.com/chroncom
Keep Houston Houston,http://keephoustonhouston.wordpress.com/feed/
Alley Theatre,http://www.alleytheatre.org/alley/default.asp
Houston Motorsports Park,https://www.facebook.com/157791676813
Houston MediaSource,https://www.facebook.com/301071136651064
Offcite — Design. Houston. Architecture,http://feeds.feedburner.com/offciteblog
Battle Red Blog,http://feeds.feedburner.com/sportsblogs/battleredblog.xml
Houston Museum District,https://www.facebook.com/157492733396
CBS Houston,http://houston.cbslocal.com/category/top-spots/feed/
CBS Houston,http://houston.cbslocal.com/feed/
North American University,https://www.facebook.com/138676192848867
indiehouston.org,http://indiehouston.org/feed/
The Montrose Center,http://www.montrosecenter.org/hub/feed/
Indie Houston ,http://indiehouston.org/feed/
Brays Oaks Management District,http://www.braysoaksmd.org/feed/
Houstonia,http://feeds.feedburner.com/houstonia-restaurants
 Greater East End Management District,http://www.greatereastend.com/feed
News 92 FM,http://news92fm.com/category/local/feed/
Houston Business Development Inc.,http://www.hbdinc.org/feed/
Houston Press Food,http://www.houstonpress.com/restaurants.rss
